,review,score
7891865,"recently watched again on dvd after seeing this movie in the theatres this summer. simply amazing. toy story 3 is  both hilarious and heartbreaking, my husband and i both loved it- laughed throughout the movie and cried together at the end.<br />buy it, watch it, be entertained. the best movie of 2010 in my opinion!!.", 5.0
2359097,This story keeps you on the edge of your seat. It really makes you stop and think about the thing you hold dear to your heart. The kids played very good parts. They made you believe in Santa., 5.0
7011028,easily on of the best sci-fi movies and a personal favorite, 5.0
7425048,"There's a reason the language lessons for this series -- which includes German & Russian, Spanish & Portuguese, French & Italian, Japanese & Chinese, and Arabic, Hebrew & Yiddish -- look a little dated: They ARE. But that doesn't take away from their proven effectiveness in the classroom for an age range from older children to adults. The titles are a bit pricey, but they really will work to provide those new to a language with enough basics to get along as a tourist or a polite businessman or businesswoman. Those with a portable DVD player or laptop can brush up on their lessons before and during their trips.", 4.0
4783132,"Each series is more interesting than the other.  You gonna love it, because show drama, love, action, mystery, all in one.  I like more than Greys Anathomy.  All their characters (including the villans) are really great.  BUY IT NOW and become a LOST FAN, Too.", 5.0
1163201,"This movie is hilarious. Just as good as Scary Movie, it combines horrible acting with the funniest jokes ever. This movie is awesome!!!", 5.0
3293747,"The Original last house on the left does not disappoint. It differs in small ways from the modern day remake of the same name. But, take heart these little differences are what make this movie stand apart from it's remake counter part. Though the plot is virtually the same, The deaths  are different. Lets face it good deaths and plot twists are what  people go to see movies like this for. View this movie if you wish to know how Wes Craven, and Sean S. Cunningham became the horror icons they are today. You will be pleased with what you find if horror and gore are what you seek. Oh and be for warned it's not for the casual horror fan, or anybody that has a weak stomach. With that being said happy viewing horror fans.", 5.0
4718446,This was a nice family movie that we all enjoyed. Nice romantic story and good music. Also would be a good movie to watch at Christmas even though the title would make you think it is more a summer movie. Our five year old daughter also enjoyed the movie which is a plus for us., 5.0
5061854,"I just watched ""Thumbsucker"" and I know what you're thinking. You're thinking that a movie about a 17 year old kid that sucks his thumb would be really awkward to watch. But actually... Okay you're right. Watching a 17 year old kid suck his thumb is a little weird. But the thumb sucking part doesn't really last too long. The movie is about Justin Cobb (Played by a very good Lou Taylor Pucci.) and his journey through his last year of high school. There are girls, there are drugs, there's a debate team and there's even a (Slightly creepy.) orthodontist played by Keanu Reeves. And if this sounds like sort of standard teen-angst independent movie fair, well, that's because it's sort of standard teen-angst independent movie fair. It is, however, well written, well shot, nicely edited and boasts an outstanding cast. Vincent D'Onorfio (Didn't know the name but recognized the face.) and Tilda Swinton (Who's always good.) are great as Justin's parents and Vince Vaughn does a very solid, understated turn as the teacher who leads the debate team. (I would also mention that Kelli Garner is very sexy as the girl Justin has a crush on but since she's playing 17 and I'm a middle aged man it would be kind of creepy. So I'm just going to let it go.) So all in all? This is pretty good movie.", 4.0
6588617,"Let me tell you why some Americans hate this film. You see, this is a Chinese film. That's right, a film made in that not-a-democracy China. What's worse, it's a communist country, and an Asian one at that! Now most Americans can't read Chinese, can't speak Chinese, know diddly squat about China, and haven't been to China (or anywhere outside of their counties, for that matter). But they will knock anything Chinese! They simply hate China for reasons they don't even understand.<br /><br />I have lived in the US for 14 years, and I can tell you this: more than 80% of Americans are an uninformed, propaganda-driven herd.<br /><br />Regardless of the origin of the film, I submit that sacrifice for the greater good is a noble cause in any culture. Yet you see many Americans (and Brits, Aussies) doggedly obsess over the fact that the film is made in a communist country and the message is a communist one. Load of crap. It's only an excuse. Deep down, they hate the film because of their blind hatred for China and disdain for all things Asian. Take, for example, Braveheart, a historically based fiction well-received in the US which extols the heroism of William Wallace. Supposedly Willie fights and dies for Freedom. But does he die for his freedom to go shop at WalMart anytime he desires? No. Willie is a ""hero"" because his cause is (supposedly) freedom for Scotland. (Of course, his fight doesn't really start until his woman is slain, and he gets into big big trouble with the Brits.)  In any case, the theme is sacrifice for the greater good. Americans foam in the mouth praising this film. But if sacrifice for the greater good is communist ideology, isn't it evil?<br /><br />Hero is not completely historically accurate, but which Hollywood flick is?  Hero is simply a story well told, and told with astounding visual beauty.  It's great entertainment, and in that respect it's nearly perfect.<br /><br />PS.  For those of you who can't speak Chinese, the English translation in this movie is reasonably good, although some emotion and power of the Chinese language is lost in the process.  Certain things simply sound lame when expressed in English (this goes both ways, of course).  However, there is a major mis-translation.  The two words written by Broken Sword actually means ""all under heaven,"" not ""our land.""  Not even close.  But then, it's simply impossible to translate some things faithfully from Chinese into English, without making it sound tacky.", 5.0
2071109,"This is a great Halloween movie, and one of Tim Burton's best films. Streaming it was very convenient. I only wish the songs were a little more memorable.", 5.0
4351759,"The bonus soundtrack turned out to be as enjoyable and actually more used by my family, than the actual movie.  The movie was very family friendly, action-packed and story line was good- really everthing I anticipated it being.  The soundtrack included was something I wasn't expecting.  I love it!!!!!!!  I hope to hear more of the artists and songwriters who did the music.", 5.0
6657060,"I agree with another reviewer, who said this film could have been better on so many levels, but didn't quit make it.  But I will say that in contradition to others, I did get quite a few out loud (while alone) laughs.<br /><br />Keaton is a wonderful actress, but should focus on being in character and not forcing the character on the viewers.  When a role is overacted from the beginning of a file, the viewer tends to spend the rest of the film picking it apart.  I confess, I had to reel myself in, because I started to do the exact same thing, but then I reminded myself (as I always do) that it is a movie, and it's sole purpose is to entertain....<br /><br />Overall, it is an enjoyable film and I would recommend it to those who enjoyed other films such as, The Family Stone, Rumor Has It, Monster In Law etc.....", 4.0
4239955,"This is a great family movie to watch during the Halloween season.  All ages will enjoy this.  There is some adult humor as well.  We have been renting it for years, and decided to just purchase it so we'd have it.  It's entertaining, and has really good music too.", 5.0
2046143,"Two young brothers from cold Minnesota must have had a rich fantasy life in the midst of mid-western snowstorms.  Their Fargo was a sly satire of prairie folks.  But before there were Fargo and Academy Awards, there was The Big Lebowski, which for actor Jeff Bridges is his signature career role, The Dude.<br /><br />The plot is a LA, Raymond Chandler style mystery; it's hard to tell the bad guys and femme fatales without a scorecard.<br /><br />The similarities stop there.  Dude is a middle aged longhaired, hippy slacker with a bowling ball. His pal John Goodman is a Vietnam freak-out converted to Judaism.  Together they meet the Fritz brothers, the nympho-artist, and assorted freaks on the way to solving a mystery that really doesn't matter.  This one is for laughs.", 3.0
4502171,"This so-called ""movie"" is actually six short stories competing to be dumb, dumber and dumbest.  The actors and actresses seem to have been recruited from a nearby homeless shellter.  Don't miss the chance to pass on this one!", 1.0
3517122,"The film includes three main story lines: a naïve Angel of Death (Brad Pitt) first experiences with simple pleasures such as peanut butter, his chosen guide's attempts to keep his business based on the principles on which he founded it, while coming to terms with his own mortality, and a romance between ""Joe Black"" and his guide's daughter, Susan (Claire Forlani). It includes a large quantity of profane language and several emotional themes.<br /><br />The movie opens with an introduction to the guide, Bill Parrish (Anthony Hopkins), who doubts that he will live for many more years. Indeed, he is approached in his home and work by what he thinks are hallucinations, wherein Death himself has come with the intention of escorting him to the afterlife.<br /><br />Bill, touched by his dream-like brush with mortality, expresses his desire for his daughter, Susan, to live a life with passion. She is considering marriage, but her father is not favorably impressed by her relationship. When she asks for the short version of his impassioned speech, he simply says, ""Stay open. Who knows? Lightning could strike!"".<br /><br />Shortly after hearing this advice, Susan meets a vibrant young man of whom she is instantly enamored. Immediately after this encounter, the man dies of collision with two cars. Death returns to Bill's home in the form of the young man, explaining that his impassioned speech has piqued his (Death's) interest after an eternity of boredom. Given Bill's ""competence, experience, and wisdom"", Death has chosen him and tells Bill that in return for an extended lifetime, Bill shall be his guide on Earth. Notably, during his time on Earth, Death's personality alters to become mildly curious, ruminative, and gentle, having been worldly, sardonic, and arrogant until he reveals his appearance.<br /><br />Death then places himself at Bill's right hand, under the name 'Joe Black', and establishes his place in Bill's home and work, instructing Bill to reveal his identity to nobody. This last task is complicated when the Board of Directors of Bill's corporation are urging a union with a larger company at the instigation of Susan's fianc&eacute;e, Drew (Jake Weber). After a tense Board meeting wherein Bill advises the Board against the merger, Joe ventures into the city to explore it. He visits the hospital where Susan works as a doctor to see her and in doing so, observes the human aspect of mortality, which was apparently unknown to him. A dying Guyanese patient recognizes him as a spirit; upon learning that he is Death, she asks to be taken to the afterlife. Joe instead soothes her pain and promises to take her later.<br /><br />He returns to visit Bill, who describes his late wife, to whom he was strongly attached. Their conversation is interrupted by Drew, who is bothered by the reversal of Bill's decision regarding the merger. Bill becomes angry at the prospect of the company that he built becoming less than he planned, believing that a man should leave something of integrity in his passing, whereupon Joe cautions ""Easy, Bill; You'll give yourself a heart attack and ruin my vacation"".<br /><br />Realizing that Joe could end his delay at any time, Bill unprecedentedly arranges for dinner with his family two nights in a row, prompting them to be afraid. Bill attempts a broken and awkward speech focusing on the idea of family, after which he invites them all back for dinner again the next night. Touched by his feelings, they all agree, with one exception; that being Drew, who is angered by the presence of Joe Black, who appears to have taken the ear of Bill Parrish and disrupted Drew's plans. He is even more rankled by the increasing closeness between Susan and Joe. After a number of snide comments aimed at Joe over dinner, Drew confronts Susan about her feelings for Joe, which ends in Drew's uncertainty.<br /><br />After a flirtatious conversation with Joe, who has overheard the argument with Drew, Susan is warned by Bill not to become attached to this mysterious stranger. During the next day, Drew has gathered the board of the company, advising them that Parrish has been unconditionally influenced by ""Mr. Joe Black"" and telling them that the offer from the rival company will be accepted with or without Parrish as Chairman.<br /><br />After a scene wherein Parrish is reminded of the importance to himself of his family when he distresses his other daughter, Allison (Marcia Gay Harden), who is trying to organize Bill's sixty-fifth birthday party, he answers the door to Drew, who starkly threatens that the Board will see him removed from the Chair. Drew then leaves, angrily announcing to Susan that this is ""the end of my chapter with the Parrishes. And the end began with this guy"", indicating Joe, who has also followed. After a tense and crude standoff, Drew leaves Susan and Joe alone. They are interrupted by Bill, who shows concern for his daughter.<br /><br />The following morning, Parrish is confronted by Drew and the Board of Directors, who reiterate their intentions regarding the merger. After Bill's emphatic refusal to accept both the merger and the Board's request for the identity of Joe, they vote to make Bill ""Chairman Emeritus"", thus depriving him of power. After the meeting, it is revealed that Drew was in collaboration with the rival company with the intention of seizing power and then selling off Parrish Communications for a huge profit.<br /><br />Bill and Joe return home, where Bill, disheartened, goes for a nap. Joe comes across Susan; after an awkward moment, they make love. Afterwards, he meets with Bill, who defies this union and reminds Joe of his purpose in the universe. Joe disregards Bill's words.<br /><br />Shortly after another encounter with Bill's daughter, Joe realizes that she is not enamored exactly of him, but rather of the man whose body he has assumed. Joe returns to Bill, who tries to entrap Drew. Joe assists by claiming that he is an IRS agent investigating Drew's dealings; a play on the saying ""death and taxes"". Bill is restored as chairman and the merger is canceled.<br /><br />In his speech at the lavish gala celebration, Bill Parrish fondly expresses his appreciation to his daughters for their work preparing it as well as his love for both of them. Joe later escorts Bill out of sight over a nearby bridge, presumably to his own death. Joe then sends back to life the young man whose body he borrowed, allowing Susan that chance to pursue a relationship with him. Susan tells him she wishes he could have met her father, indicating that she understands (as hinted earlier) that Joe Black was Death, and that her father is dead. The story ends as both of them are watching the fireworks celebrating her father's birthday.<br /><br />Although the film's story and characters were praised highly, many critics felt that its three hour running time was excessive, and thus reaction became mixed, with one half of the critical spectrum branding it boring, and the other half claiming that its slow pace made the story more poignant.[1] The Academy of Science Fiction, Fantasy and Horror Films nominated it for a Saturn Award in three categories - Best Actor, Best Supporting Actress and Best Music - the film was also nominated in the Worst Remake or Sequel category at the Razzie Awards. Gary Richied of the Westchester Gazette gave the movie a 4 star rating, citing the Academy Award deserving performances by Pitt and Hopkins. It also received positive reviews from Siskel and Ebert, who gave it ""Two Thumbs Up"", with Ebert adding ""there's so much that's fine in this movie"".[2]<br /><br />While the film had a disappointing domestic box office return of $44,619,100, it fared much better overseas. Taking in an additional $98,321,000, the movie grossed a worldwide total of $142,940,100.<br /><br />A two-hour version was made to show on television and airline flights, by cutting most of the plotline involving Hopkins' character's business. Brest derided this edit of his film and thus disowned it, so the director's credit was changed to the Hollywood pseudonym Alan Smithee.", 5.0
6608243,This is one of the greatest films ever made! If you had to say this film is about [REVENGE]. The story line is great. This film is way better the Death Wish.Mel Gibson was a great actor for this role. The best  part of film is when Mad Max drives about five insane bikers off a bridge.There were two seqels to this film. They are The Road Warrior and Mad Max Beyond Thunderdome.But the first one is best. This is truley a Cult Classic., 5.0
7261505,"I was very reluctant to watch this movie for years because of the fact that I was terrified to watch it. I was scared of watching this film for the longest time. My girlfriend talked me into watching this. I loved the film. It really did scare me too. Just thinking back in history, when this movie was in the theaters, everyone walked out of the theater in dead silence after the movie was over. This made me even more interested in watching it. After watching this film, I too was left in dead silence. I had a very hard time falling asleep that night because of this film. I recommend this to anyone and everyone who is in for a good thrill!", 5.0
3892926,"In a world where we have movies titled Cowboys vs. Aliens, any horror movie takes on comedic overtones. In this case it's Cowboys vs. Molemen, but The Burrowers is so much more.<br /><br />The movie begins with a flashback to Irishman Fergus Coffey (Karl Geary) giving a silver brooch to his betrothed, Maryanne Stewart (Jocelin Donahue). Then comes the gut-punch of a family abducted by...something. To the director's credit, we don't see the somethings until well into the middle of the film.<br /><br />But The Burrowers is less interested in the creatures, who are interesting but not groundbreaking, and prefers instead to focus on the conflict between the American Indians and the Northern occupational forces. The ""good guys"" consist of our Coffey, former military officer John Clay (Clancy Brown), investigator William Parcher (William Mapother), and brings along the song of the woman he's courting.  After tagging along with a military train led by psychopathic Captain Henry Victor (Doug Hutchison), they pick up African-American cook Callaghan (Sean Patrick Thomas) and decide to venture out on their own in pursuit of the kidnappers.<br /><br />The kidnappers, of course, aren't the Indians but ancient beasts that paralyze their prey, bury it, and then eat them later. They are a byproduct of the war over the buffalo, which was their usual prey until the White man drove the buffalo to near extinction. All told, the monsters take up twenty minutes of the film.<br /><br />The rest of the story is the unpleasant realities of war between the whites and Indians.  The Whites make no distinction between Ute (the ""bad"" Indians) and the Sioux (the ""good' Indians). Military forces use torture on their Indian captives.  Indians bash the faces in of fallen foes.  And no one has any compunction about shooting a man's horse.  This isn't the Wild West of the movies.<br /><br />By the time the Burrowers are revealed, it's clear that humanity has inflicted far worse on each other. Sure, the Burrowers are disgusting, frightening, and predatory - but in comparison to the horrors of war, they're the lesser of two evils. The Burrowers ends on a nihilistic note, a welcome change from typical man vs. monster films. The fate of the protagonists is appropriately awful enough that it burrows into your brain long after the movie is over.", 4.0
3210859,"This movie is so dear to me. Brian Froud is a master at art and fantasy. The Dark Crystal is a children's classic to me, and to those that claim to have 'nightmares' from it, then you need help. I wouldn't recommend letting a small child see this movie because it does have a few frightening images but I don't understand how someone can be 'scarred' for life from this movie. Anyway, this movie is great. I love it.", 5.0
7130480,"Now I've had a chance to see this again, I'll review this again. It's is definitley better after a second viewing, although I still found it not as good as the first two. I must say on the positive side, the costumes, sets and effects were second to none. The CG scenes are unbelievable. How did they manage to do all that?!!<br />I wish some of the questions were answered better in this movie, but the action scenes alone make up for that.<br />A great series of movies that must surely have "" cult "" status already", 3.0
638663,"1997?s fourth installment in the ?Aliens? movie franchise is my least favorite of the bunch for many reasons even though it also has it?s own merits. In all honesty, while there?s plenty of things to enjoy, this movie is missing something that made the first two movies so incredible and even the third one which has it?s own flaws of it?s own. <p> This movie takes place 200 years after the events of ?Alien 3?. Ellen Ripley?s DNA has been successfully recovered and a mix of Ripley and the alien?s DNA have been successfully cloned and now Ripley?s ?descendant?, actually a clone of her has been brought to life to wage her final battle against the predatory aliens that are now approaching the planet Earth. The ?new? Ripley has Alien DNA within her that makes her capable of ?caring? for the alien creatures. A band of vicious smugglers however comes on board to steal the Alien DNA only to discover that the new breed of aliens is more dangerous than any other ever before and now the aliens are hunting both ?Ripley? and the smugglers and now they must destroy the alien and prevent them from getting to Earth and also try to make it home alive. <p> This movie cuts both ways for me. While certainly not a bad movie overall, ?Alien Resurrection? suffers the most from serious flaws more than any of the previous ?Alien? movies. While the movie is enjoyable for its special effects and awesome action sequences, I for one agree with many that this was almost not even necessary to be made like this especially since the 1992 third entry was where it should?ve ended. A lot scenes are pretty gross to look at especially the ones where ?Ripley? tries to ?calm? down the alien creatures or even tries to act like some ?mother? figure to them. I for one feel that this movie is more of like some ?alternate timeline? movie spin-off of some sort that almost feels completely detached from the previous three and that it?s almost like thrown together leftovers from them as well.  <p> The cast is hit and miss for me. Sigourney Weaver as the ?new? Ellen Ripley is fantastic as usual and is the only one in my opinion who really carries this movie all the way through. Her character is still very good although a step or two down from the previous movies. The rest of the cast however really don?t fare anywhere near as good. Winona Ryder really drops the ball on this one and the character she plays is boring and without character or personality even though she isn?t as she is thought to be. The male cast comes off being excessively dry and unconvincing and one in particular is almost enough to tick you off at his attitude towards Ryder?s character in this movie. The directing by Jean-Pierre Jeunet is really good and this combined with Siguorney Weaver?s acting as usual really do a lot to make this flawed movie a good movie worth watching. <p> The movie has its merits though. The special effects are top-rate and the movie has a really suspenseful tone but it starts getting to the point that the formula has been a bit tried since it has already been done three times already. The newest species of alien is really scary and but the face and head look almost like a human skull or even a deformed Freddy Krueger. The movie is saved by a really awesome but gruesome ending which I?m not going to mention out of fear of spoiling it. The ending alone saves this movie along with the special effects. While many movie series seam to suffer from a pattern called the ?Fourth Installment Syndrome/Curse? or whatever you call it with examples like ?Batman and Robin? or ?Jaws: The Revenge?, ?Alien Resurrection? avoids a lot of this with great special effects and awesome sequences. For a ?Part 4? movie, this really fares so well for a fourth installment and maintains some freshness even if the cracks in the franchise start showing through. <p> The ?Director?s Cut? edition of ?Alien Resurrection? does little to improve this movie and is only like ten minutes longer than the original and of the revamped versions of all of the ?Alien? movies, ?Alien Resurrection? benefits the least out of them all and the result is disappointing. The movie also has a new intro to it. The second disc like the other films on their newest re-issues has lots of great extras with ?making of?, commentaries, and lots of cool Easter eggs. There are plenty of extras in this movie that are worth looking at though and the DVD is really excellent. The picture quality was good to begin with but this ?Collector?s Edition? really improves the picture quality and the sound quality is amazing to the point that if you have surround audio speakers or can connect your TV to the stereo speakers, then it will feel almost like you?re back at the big screen again! The final result for me is that this gets a rating that rounds off to 3 solid stars but at the same time, this movie while good on its own, just never can find it?s own place against the shadows of it?s predecessors and is ultimately a movie that is more for the die-hard Alien audiences. <p> Looking back on it now, I have to say that despite the weaknesses especially on the last two parts in the series, ?Aliens? stands as one of the best sci-fi/horror/action movie franchises of all time and that Sigourney Weaver may be the most remembered by her roles in all of them.", 4.0
4650678,"I am disappointed that the Audio options are limited to ""Stereo"" and ""DTS surround"".<br />The disc does not offer Dolby True HD, DTS Master Audio or even Dolby Digital and<br />to get it to play in DTS you have to select ""Stereo"" in the audio options.  Once you<br />figure that out, it sounds pretty good.  Besides that it's a great concert", 4.0
4063765,"I recently watched the blue ray version of this movie with the expectation of the new horrow classic, but unfortunately it was a big disappointment. I hope this is not your introduction to the new horror genre because high tension, them, may, and inside are all far superior than this film (French horror is awesome). The movie spent alot of time setting up for the scenes in the cave and had some pointless story before they finally even got to the cave. It seemed like for over half the movie you are sitting there waiting for something to happen. It was so dull, luckilly I had my computer and was surfing the net. I also feel that creatures themselves looked like a knock-off of a sci-fi channel movie. They look like a combination of nosferatu with pirranha teeth.  If you see the movie for hot girls you may be happy, but don't expect much to get you to excited....i.e. no nudity.(A cardinal sin if hot girls are in horror movies) There were some scenes in the cave that were quite intense, but not enough. They should have had more scenes concerning the isolation and darkness of the large cave. They also should have created more suspense playing with the emotions of the audience. All the characters seemed to have light moving in the cave through the whole movie, and I believe that if some scenes in complete darkness would have been far more effective. Overall I feel this is no better than any of those straight to video horror movie.", 2.0
6342274,Always one of those must see movies during the Christmas season. Superb acting from an all star cast and the DVD offers the purity of classic Black and White filming. The updated version pales in comparison., 5.0
1454010,"When I talk to people about this movie, as here, now, as I try to write about it, I ""freeze up""...become wary of ""saying too much"" and spoiling it for someone who has not yet seen it...I also become emotional, and always get the aching lump in my throat that heartbreak brings.<br /><br />I will keep this simple, but still try to convey the level of drama and also the heart-stopping, breathtaking BEAUTY of this film.<br /><br />A scarf, fluttering in the breeze...shadows flittering on the dimpled, golden, sand.....<br /><br />The War...A Nurse...Archeologists...Spies...Africa...Middle East...Planes...Guns...Love...Betrayal...A Patient...Secrets Withheld...Revealed...Recovery...Discoveries...Losses...A Will to Forget...Italy...Remembrance...Tragedy...Revenge...Heartbreak...Great Bravery...Love...and Endings...<br /><br />For ONCE, I can truly say that I have seen a movie that DID totally retain the book...at least one felt that it did. An awesome achievement (and a tremendous salute to Michael Ondaatje's fabulous book...one of the finest reads ever.) Lots of Love, Care, and Effort went into getting everything right about this movie. It Truly DID deserve the many Academy Awards that it garnered.<br /><br />One of the most beautifully filmed movies I have ever seen, it is an absolute finalist for the best cinematography, EVER. Music, Costumes, Acting, Editing...all these things are of the very highest order.<br /><br />It ranks right up there with the ""Great Ones"" like ""Lawrence of Arabia"", ""Bridge On The River Kwai"", ""Dr. Zhivago"", and ""Casablanca"".<br /><br />You owe it to yourself to see this fabulous movie...and, it belongs in every respectable personal film collection...it is a Great Work. ~operabruin", 5.0
4652064,this movie is the best movie i have ever seen i am of the young but it was awesome i took somthing from it ! it made me a better person! u never know what is going to happens next i greatly tip my hat to the director . It has an incredible plot n acting is good as well as action. U really understand how people feel and you feel even in the audience each emotion the character feels @ each particular scene<br /><br />i recomend it to abults and teenagers children wouldnt understand the purpose of the movie<br /><br />although i have never seen the actual show miami vice i would def give it a chance after this amazing movie, 5.0
439363,"As you probably know, the &quot;Why We Fight&quot; series was produced by Frank Capra when he was a major in the U.S. Army Signal Corps. The series was commissioned by Army Chief of Staff, General George C. Marshall, as a way of indoctrinating all the troops who signed up in the wake of Pearl Harbor and the declaration of war. The idea was to make it clear we were doing more than just remembering Pearl Harbor. Eventually the series was shown to the public in theaters across the country. This introductory film in the &quot;Why We Fight&quot; series covers the events leading up to the Second World War, focusing on the rise of Fascism in Italy and Germany, the Japanese attacks on Manchuria, and the United States' lack of military preparedness. The last is particularly interesting because it implicitly explains Pearl Harbor not as a Japanese victory, but rather as an American defeat (we lost rather than they won). &quot;Prelude to War&quot; defines World War II in black and white terms as the totalitarian worldwide conspiracy threatens to turn the free world into a slave world. Admittedly a propaganda film, this 1942 documentary is quite informative, explaining about Hitler's book &quot;Mein Kampf,&quot; Lebensraum, the Tanaka Plan, the London Naval Treaty, the Kellogg-Briand Pact, the Nuremberg Laws, and even such details as the Roman fasces. <p>This 54-minute black &amp; white film won the Academy Award for best documentary in 1942 and the series as a whole is credited with redefining the documentary as an art form. Of great historical value, it must be underscored that &quot;Prelude to War&quot; is not exactly propaganda in the most pejorative sense of the term. The film's great &quot;sin&quot; along those lines is that it makes the case that public opinion was moving in the direction of joining the war. Instead of dismissing this film and Capra's efforts as the American counterpart to what Goebbels was doing in Nazi Germany, it is more accurate to think of it as being the film equivalent of a prosecutor's speech in a trial. &quot;Prelude to War&quot; makes much better use of evidence without the radical distortion you usually find in classic examples of propaganda.", 5.0
2603206,"I challenge anyone to explain the storyline of this movie. At half way thru this so called thriller, I ejected the dvd and it went directly to my rummage pile (aka eBay). Trying to follow the plot of this movie is like trying to cross a busy street blind folded. Entirely to many names/characters to remember let alone who's who. The dialog is hard to understand when spoken. As you totally start to loose what the movie is about you find yourself rewinding to try to gain the plot. I bought this movie because of the write up (hype) and because it stared Daniel Craig. With Craig in the main role, a 2010 release, I figured I had a winner. Couldn't have been be more wrong.", 1.0
7214902,I REALLY LIKED THIS MOVIE A LOT. I AM INTO HISTORICAL MOVIES VERY MUCH. I WISH OTHER PEOPLE TO SEE THIS MOVIE SO THEY WON'T DENY THE EXISTANCE OF THE HOLOCAUST., 5.0
839057,"Going into this film, I felt that it already had two strikes against it.  It was an extended video game commercial, and it clearly had very little to do with the real Dante and <a href=""http://www.amazon.com/gp/product/B001LNOW3G"">The Divine Comedy</a>.  Amazingly enough, though, the film was still able to win me over with stunning, textured animation (NOT computer generated), fantastic voice talents, and a story and main character that both become surprisingly rich as the story moves forward.  I found it incredibly rewarding to watch a simple, two-dimensional hero come face to face with the accidental sins he'd been party to throughout his life and seek redemption and extreme self-sacrifice in the process.  It's exciting, shocking, and incredibly thoughtful -- much more than a shameless video game tie-in.  It also exhibits a decent understanding of Hell as Dante portrayed it, even though the plot is entirely original.<br /><br />All in all, this is a first rate effort, and it's the kind of anime classic that I'd be proud to put on the shelf next to <a href=""http://www.amazon.com/gp/product/B00012QLQ4"">Akira</a> and <a href=""http://www.amazon.com/gp/product/6304493681"">Ghost in the Shell</a>, but I must warn parents that this is definitely not a film for kids and adolescents to watch.  Sex and nudity are excessive throughout, whether in portraying half naked corpses, naked lovers praying, or demon temptresses with highly detailed (and weaponized) genitalia. I'm not sure why the animators felt the need to add all of this, but, as a result, Dante's Inferno is definitely for adults only.", 4.0
7183207,"If you liked the first two seasons of Ghost Whisperer, you will love Season Three. The series is taken to a new level (literally) with fantastic sets and special effects. We also learn about Melinda's family, and how she and Jim probably came to live in Grandview. The DVD also contains many ""extras"" including behind-the-scenes peeks, Melinda's diary, webisodes and interactive games. It makes a great addition to any DVD collection.", 5.0
7296939,"I was amazed at the acting by Elle Fanning in this movie.  She really does a wonderful job of showing the emotions of a little girl who does not understand what is happening to her, or why she is compelled to act the way she does.  The supporting cast does a great job as well as her family and drama teacher.  I was moved several times during the movie by the portrayal of emotions.  Great movie!", 5.0
2434651,"Who cares if it's been done before?! This is the best it has ever been done and with such intense creativity, nonetheless! Galifinakis is a genius and keeps your eyes glued on him the whole time (no one could have done his role better). Scene after scene, it gets better never allowing you to predict anything! I will be watching this movie for years to come... Ps don't forget the ""pictures"" at the end... EPIC!!", 5.0
2094861,"No..seriously...you have to give the Halloween Franchise its props just because its survived this long.  With these periodic ""help feed Moustopha"" sequels its always hit or miss.  Everyone agrees the first is a classic, and everybody loves The Shape charecter, so much that they will continue to go back again and again hoping it will be a decent flick.  So far Halloween 4 is the only one to arguativly measure up, while five and six tried to incorporate a storyline which was retarded and thus would have killed the franchise had Jamie Lee Curtis not wanted to do H20.  Now H20 wasn't a scary move in the least bit, but it was a respectable Halloween sequel, this one...this one was ok, not the best, but it wasn't horrible, it's watchable because there are some scares and fans love Michael and the Halloween Theme music.  So just be thankful the stupid cult storyline is no where in site and give the franchise some respect for having such loyal fans to be able to put on sequel after hit or miss sequel...and just hope 9 will be better. (You know you'll go watch it.)", 3.0
5229629,"Now I know where Isabella Rosellini gets her hybrid talent and beauty!  I can only say that Ingrid Bergman is one of the most beautiful faces ever to grace the silver screen and that talent of hers was unsurpassed!  A  genuine actress with real talent when Hollywood still had morals.  In my  opinion, the ending is what makes this movie the all time classic that it  is today and unquestionably my favorite.<p>The movie was very hip for its  day:  a scandaluos beloved woman in desperate times - just thinking about  any number of sceens with her and Boggie still brings tears to my eyes...", 5.0
367885,"The subject matter is all over the place in other reviews and in the description of the movie, so no sense in rehashing all that in this review, other than to say that the story is utterly compelling - and when I watched the movie, I had no idea it was based on a true story. When the end credits rolled and it made mention of the real people, I was blown away! I can't believe someone exists as amazing as that teacher.<br /><br />But, plotline aside, you the review reader are more interested in whether the people who put this together pur it together in a way that is actually good.<br /><br />Yes, they did!<br /><br />Acting is topnotch all around. Some very brilliant directing, with great emotional use of lighting, shadows, hand-held cam, and so forth.<br /><br />It feels very real, and dips into the pathos of the characters without getting saccharine or sentimental about it, or portraying a naive sort of neanderthalism.<br /><br />My only complaint is that the other teacher - I can't remember her name, but she was played by the woman who played the bad lady in The Order of the Phoenix - is one-dimensionally nasty. We never see another side of her. While I don't doubt that she was based on a real person, I can't believe that anyone is that one dimensional. It seemed a rather cheap trick on the part of the writers and director to make her entire being the ""bad person"", without any humanity. This is one of the reasons I have to give this a four star instead of five.<br /><br />The other reasons are minor, involving a few slipshod acting moments, the occasional uninspired camera shot, and so forth.<br /><br />But overall, this is definitely a 4 star, probably a 4.5 star, movie that should go on any movie collector's shelves just for being a well made movie, and should be on other people's shelves for the inspiring, beautiful story that it tells.<br /><br />Would that all Americans were as amazing as Erin Gruwell.", 4.0
7831025,"This DVD is very informative because it touches every aspect of the pregnancy, from the anatomy to the actual labor and all the different scenerios you might encounter in the pregnamcy.", 4.0
